fold,trade_count,hit_rate,expectancy_after_cost,total_net_pnl,profit_factor,max_drawdown
1,112,0.6875,-7.037088468727201,-788.1539084974465,0.8249519359250536,-1222.280055594525
2,112,0.8125,0.367380185326283,41.1465807565437,1.0111614216076343,-1079.0106640452432
3,112,0.8482142857142857,21.339766550425402,2390.053853647645,2.300002096082483,-498.66534655512805
4,111,0.8018018018018018,4.294124018597752,476.64776606435044,1.1180113310384625,-1246.8123481185248
5,111,0.6666666666666666,-20.721733345702443,-2300.1124013729714,0.7170833454645792,-3375.719868943357
