baseline,trade_count,hit_rate,expectancy_after_cost,total_net_pnl,profit_factor,max_drawdown
absorption_vwap,14,0.5,-0.5530004160679839,-7.742005824951775,0.708947149437927,-18.18999999999869
high_volume_only,24,0.4583333333333333,-0.7024589515450922,-16.859014837082213,0.6431199230084601,-38.830000000001746
low_displacement_only,152,0.6447368421052632,0.08069718364219482,12.265971913613612,1.0545736426126309,-111.21950329436368
vwap_fade_no_absorption,321,0.616822429906542,-0.05082992077757956,-16.316404569603037,0.9667967591835669,-248.79999999999927
rsi_reversal,104,0.49038461538461536,-0.3295199678337807,-34.27007665471319,0.7693679437492106,-65.09218479587435
random_direction_on_absorption,14,0.14285714285714285,-5.0820237959599455,-71.14833314343923,0.041296469705509146,-70.3883331434372
