volume_lookback,high_volume_percentile_threshold,atr_length,max_displacement_atr,near_vwap_threshold_atr,reversal_horizon_bars,trade_count,hit_rate,expectancy_after_cost,profit_factor,max_drawdown,validation_status,passes_hard_filters
150,90.0,60,0.4,0.5,10,1779,0.6385609893198426,-3.8390680000572326,0.9175495331373371,-10459.699496205674,CANDIDATE,False
150,90.0,60,0.4,0.5,15,1779,0.6610455311973018,-2.162962504028426,0.9550007274584225,-8405.82470862668,CANDIDATE,False
150,90.0,60,0.4,0.5,20,1779,0.6784710511523327,-3.237436925422974,0.9381165454441893,-11795.813091592101,CANDIDATE,False
150,90.0,60,0.4,0.75,5,1442,0.5679611650485437,-0.7635263625875515,0.9810406906107719,-6355.754371393241,CANDIDATE,False
150,90.0,60,0.4,0.75,10,1442,0.5998613037447988,-4.565985967732633,0.9104678198047247,-10121.084466332704,CANDIDATE,False
150,90.0,60,0.4,0.75,15,1442,0.6213592233009708,-1.9366340177277754,0.9627954909832145,-8133.42430390516,CANDIDATE,False
150,90.0,60,0.4,0.75,20,1442,0.6407766990291263,-2.8607799235450684,0.9496642081917163,-9606.920709986009,CANDIDATE,False
150,90.0,60,0.5,0.1,5,3329,0.6887954340642836,-0.3835221823451532,0.9868796080050661,-6335.718709371458,CANDIDATE,False
150,90.0,60,0.5,0.1,10,3329,0.7224391709221989,-3.2538554633937533,0.9107941756626329,-14791.247829769372,CANDIDATE,False
150,90.0,60,0.5,0.1,15,3329,0.7410633823971162,-2.0563750009730177,0.9454016917971871,-10668.77164215716,CANDIDATE,False
150,90.0,60,0.5,0.1,20,3329,0.7554821267647942,-2.916560609264056,0.9281205075032294,-15634.911243453855,CANDIDATE,False
150,90.0,60,0.5,0.25,5,2901,0.6514994829369183,-0.5427793470288662,0.9832676848246836,-6436.699494127031,CANDIDATE,False
150,90.0,60,0.5,0.25,10,2901,0.6873491899345053,-4.0745822651011325,0.9004797943054774,-15811.01573631762,CANDIDATE,False
150,90.0,60,0.5,0.25,15,2901,0.708031713202344,-2.6420533906187194,0.9374466706968562,-11723.185743230557,CANDIDATE,False
150,90.0,60,0.5,0.25,20,2901,0.7242330230954843,-3.521712550678767,0.922548087792437,-16277.43771165958,CANDIDATE,False
150,90.0,60,0.5,0.5,5,2284,0.6007005253940455,-0.04701146142572338,0.9987067558999319,-5594.144147969051,CANDIDATE,False
150,90.0,60,0.5,0.5,10,2284,0.6357267950963222,-3.676089237758288,0.9201902253364708,-13589.324675527672,CANDIDATE,False
150,90.0,60,0.5,0.5,15,2284,0.660245183887916,-1.4805942838780066,0.9686935354186796,-8812.750472651527,CANDIDATE,False
150,90.0,60,0.5,0.5,20,2284,0.6795096322241682,-2.1790915576870704,0.9572420640997481,-12756.967320881527,CANDIDATE,False
150,90.0,60,0.5,0.75,5,1854,0.5685005393743258,0.301798759635339,1.0077498445330495,-5107.439758324912,CANDIDATE,True
150,90.0,60,0.5,0.75,10,1854,0.5992448759439051,-3.77699852610463,0.924299154974455,-12367.440771339612,CANDIDATE,False
150,90.0,60,0.5,0.75,15,1854,0.6235167206040992,-0.4583180401509703,0.9909393468174438,-7618.095911895578,CANDIDATE,False
150,90.0,60,0.5,0.75,20,1854,0.6456310679611651,-0.9801963271768942,0.9820910484945727,-10270.485748092533,CANDIDATE,False
150,90.0,80,0.2,0.1,5,1342,0.7011922503725783,-0.37421899348564136,0.9868621237326463,-3619.220147779668,CANDIDATE,False
150,90.0,80,0.2,0.1,10,1342,0.7332339791356185,-3.7306154642283516,0.8957231922977943,-5279.386612330589,CANDIDATE,False
150,90.0,80,0.2,0.1,15,1342,0.7496274217585693,-3.184784217202298,0.9140113387356051,-4610.638917615481,CANDIDATE,False
150,90.0,80,0.2,0.1,20,1342,0.7652757078986587,-3.770594100082495,0.9045022876873439,-5837.915081503099,CANDIDATE,False
150,90.0,80,0.2,0.25,5,1131,0.6578249336870027,-0.3009145754264336,0.9906383235735463,-3095.350583465044,CANDIDATE,False
150,90.0,80,0.2,0.25,10,1131,0.6931918656056587,-4.433596048311131,0.8916403468219708,-5211.335998787155,CANDIDATE,False
150,90.0,80,0.2,0.25,15,1131,0.7099911582670203,-4.13543311007395,0.9032131765979237,-4834.336281522941,CANDIDATE,False
150,90.0,80,0.2,0.25,20,1131,0.7285587975243147,-4.788091697894662,0.894969274133402,-6234.445436537309,CANDIDATE,False
150,90.0,80,0.2,0.5,5,848,0.5990566037735849,-0.3294219697424485,0.9911451040386212,-3005.2570975873386,CANDIDATE,False
150,90.0,80,0.2,0.5,10,848,0.6344339622641509,-5.003946281426347,0.8953255190337693,-5239.554283453301,CANDIDATE,False
150,90.0,80,0.2,0.5,15,848,0.6533018867924528,-4.189138253242727,0.9157302991638042,-4599.995849558349,CANDIDATE,False
150,90.0,80,0.2,0.5,20,848,0.6757075471698113,-4.719366334458444,0.9112033048598107,-5891.575556148415,CANDIDATE,False
150,90.0,80,0.2,0.75,5,677,0.5627769571639586,-0.6181790774613973,0.9847123436853623,-3056.2727490101606,CANDIDATE,False
150,90.0,80,0.2,0.75,10,677,0.5952732644017725,-6.998059768380624,0.8689744745165401,-5703.721991948147,CANDIDATE,False
150,90.0,80,0.2,0.75,15,677,0.6129985228951256,-4.513475624125886,0.916698526572435,-4046.111454672202,CANDIDATE,False
150,90.0,80,0.2,0.75,20,677,0.638109305760709,-4.928842747387927,0.9152358243158657,-4747.203169544373,CANDIDATE,False
150,90.0,80,0.3,0.1,5,2046,0.7043010752688172,0.6008093679337686,1.0215502040933793,-5492.283424847723,CANDIDATE,True
150,90.0,80,0.3,0.1,10,2046,0.7380254154447703,-2.75269101779353,0.9210108438534443,-7545.170539569983,CANDIDATE,False
150,90.0,80,0.3,0.1,15,2046,0.7561094819159335,-1.5016553780791118,0.9579689334379892,-6909.542467379068,CANDIDATE,False
150,90.0,80,0.3,0.1,20,2046,0.7712609970674487,-2.0301170086552704,0.9472683492273778,-7419.764664055798,CANDIDATE,False
150,90.0,80,0.3,0.25,5,1725,0.6602898550724637,0.5215785561144298,1.0164507242247018,-4964.133713635241,CANDIDATE,True
150,90.0,80,0.3,0.25,10,1725,0.6979710144927537,-3.575985035165448,0.9107575184904785,-7846.776453423134,CANDIDATE,False
150,90.0,80,0.3,0.25,15,1725,0.7176811594202899,-2.3410078360390787,0.943369861908491,-7196.201785385001,CANDIDATE,False
150,90.0,80,0.3,0.25,20,1725,0.7344927536231884,-2.959306867628732,0.933663779468646,-8448.292408163936,CANDIDATE,False
150,90.0,80,0.3,0.5,5,1310,0.6068702290076335,0.8861193255548712,1.0243164002781198,-4334.437166027361,CANDIDATE,True
150,90.0,80,0.3,0.5,10,1310,0.6435114503816793,-3.185225468346283,0.9304976120405485,-6742.67483365061,CANDIDATE,False
150,90.0,80,0.3,0.5,15,1310,0.665648854961832,-1.39290778866027,0.970518803064191,-6189.078759285194,CANDIDATE,False
150,90.0,80,0.3,0.5,20,1310,0.6862595419847328,-1.6276729638800072,0.968054959621217,-6617.704818239412,CANDIDATE,False
150,90.0,80,0.3,0.75,5,1049,0.5681601525262154,0.9024880650081862,1.0228751263759142,-4806.332552474107,CANDIDATE,True
150,90.0,80,0.3,0.75,10,1049,0.6015252621544328,-4.117925819811451,0.9182841487825545,-7067.208173360155,CANDIDATE,False
150,90.0,80,0.3,0.75,15,1049,0.6244041944709247,-1.016669553691057,0.980090794570926,-6207.417252738223,CANDIDATE,False
150,90.0,80,0.3,0.75,20,1049,0.6482364156339371,-0.9309808111889882,0.9831510494645243,-5832.835524535758,CANDIDATE,False
150,90.0,80,0.4,0.1,5,2756,0.6955732946298984,-0.9918263055674585,0.9661300625965688,-6619.257881122667,CANDIDATE,False
150,90.0,80,0.4,0.1,10,2756,0.7293178519593614,-3.698467391374439,0.8979017766251519,-12208.115913720603,CANDIDATE,False
150,90.0,80,0.4,0.1,15,2756,0.7470972423802612,-2.983727500871469,0.9207441316530679,-10887.782770833317,CANDIDATE,False
150,90.0,80,0.4,0.1,20,2756,0.7608853410740203,-3.5260642614962387,0.912523275125383,-14073.731547333577,CANDIDATE,False
150,90.0,80,0.4,0.25,5,2327,0.650623119896863,-1.4730263980317915,0.9558927029638353,-6989.709678657302,CANDIDATE,False
150,90.0,80,0.4,0.25,10,2327,0.6880103137086377,-4.769258763472011,0.88558695729279,-13155.06430764714,CANDIDATE,False
150,90.0,80,0.4,0.25,15,2327,0.7077782552642888,-3.97508605704164,0.9084178584219609,-11771.947165068419,CANDIDATE,False
150,90.0,80,0.4,0.25,20,2327,0.7232488182208853,-4.592840008745635,0.9012876322477607,-14854.064963496561,CANDIDATE,False
150,90.0,80,0.4,0.5,5,1789,0.5947456679709335,-2.1976076562664364,0.9432443577101434,-7484.66658829542,CANDIDATE,False
150,90.0,80,0.4,0.5,10,1789,0.6299608719955282,-5.3973965805778645,0.8877927071489138,-12606.503855833857,CANDIDATE,False
150,90.0,80,0.4,0.5,15,1789,0.6523197316936836,-4.101367286381604,0.9179836570238014,-10812.796818497554,CANDIDATE,False
150,90.0,80,0.4,0.5,20,1789,0.6713247624371157,-4.544346602010951,0.9153600542310667,-13343.087537911735,CANDIDATE,False
150,90.0,80,0.4,0.75,5,1437,0.5615866388308977,-0.9675241602066663,0.9760766016550179,-6158.782962795676,CANDIDATE,False
150,90.0,80,0.4,0.75,10,1437,0.592901878914405,-4.557119833749889,0.910724498809194,-9914.367037862807,CANDIDATE,False
