signal_name,event_position,timestamp,symbol,session_date,session_bucket,location_vs_vwap,direction,entry_price,target_or_horizon_exit_price,pure_horizon_exit_price,vwap_touched,bars_to_vwap_touch,horizon_bars,gross_pnl_points,gross_pnl_value,cost_points,cost_value,net_pnl_points,net_pnl_value,pure_horizon_gross_pnl_points,pure_horizon_net_pnl_value,win,pure_horizon_win,mfe_points,mae_points,mfe_mae_ratio,volume_percentile,volume_percentile_band,displacement_atr,displacement_atr_band,vwap_distance_atr,vwap_distance_atr_band
absorption_vwap,3460,2020-03-06 09:50:00-05:00,MNQ.v.0,2020-03-06,first_30m,below_vwap,long,8391.0,8418.416266230579,8468.0,True,1.0,15,27.416266230578913,54.832532461157825,0.5,1.0,26.916266230578913,53.832532461157825,77.0,153.0,True,True,154.0,17.0,9.058823529411764,95.0,<=95,0.05460129678079854,0-0.10,-0.7348315203434124,0.50-1.00
absorption_vwap,3609,2020-03-09 15:45:00-04:00,MNQ.v.0,2020-03-09,last_30m,below_vwap,long,8069.0,7932.75,7932.75,False,,2,-136.25,-272.5,0.5,1.0,-136.75,-273.5,-136.25,-273.5,False,False,1.0,137.25,0.007285974499089253,95.0,<=95,0.05184829572731637,0-0.10,-0.3251751119529013,0.25-0.50
absorption_vwap,3637,2020-03-10 11:35:00-04:00,MNQ.v.0,2020-03-10,midday,below_vwap,long,7970.25,8123.185739532925,8112.75,True,7.0,15,152.93573953292525,305.8714790658505,0.5,1.0,152.43573953292525,304.8714790658505,142.5,284.0,True,True,167.5,22.0,7.613636363636363,96.0,95-97.5,0.09320578857002698,0-0.10,-3.0107577048403287,>2.00
absorption_vwap,3639,2020-03-10 11:45:00-04:00,MNQ.v.0,2020-03-10,midday,below_vwap,long,8030.75,8109.513248225903,8064.5,True,5.0,15,78.76324822590323,157.52649645180645,0.5,1.0,78.26324822590323,156.52649645180645,33.75,66.5,True,True,107.0,58.25,1.8369098712446352,96.0,95-97.5,0.17403915881073242,0.10-0.20,-1.5472709349945029,1.00-2.00
absorption_vwap,3779,2020-03-12 10:25:00-04:00,MNQ.v.0,2020-03-12,morning,above_vwap,short,7538.75,7504.00437005464,7425.75,True,9.0,15,34.745629945359724,69.49125989071945,0.5,1.0,34.245629945359724,68.49125989071945,113.0,225.0,True,True,136.75,76.5,1.7875816993464053,96.0,95-97.5,0.07510561727429198,0-0.10,0.6570920972372347,0.50-1.00
absorption_vwap,3935,2020-03-16 10:25:00-04:00,MNQ.v.0,2020-03-16,morning,above_vwap,short,7244.0,7435.5,7435.5,False,,15,-191.5,-383.0,0.5,1.0,-192.0,-384.0,-191.5,-384.0,False,False,2.25,297.75,0.007556675062972292,97.0,95-97.5,0.11421112742698646,0.10-0.20,0.27043861414181813,0.25-0.50
absorption_vwap,3939,2020-03-16 10:45:00-04:00,MNQ.v.0,2020-03-16,morning,above_vwap,short,7372.25,7507.75,7507.75,False,,15,-135.5,-271.0,0.5,1.0,-136.0,-272.0,-135.5,-272.0,False,False,43.75,169.5,0.2581120943952802,97.0,95-97.5,0.06393180607352159,0-0.10,0.9885892345684831,0.50-1.00
absorption_vwap,3940,2020-03-16 10:50:00-04:00,MNQ.v.0,2020-03-16,morning,above_vwap,short,7389.0,7465.5,7465.5,False,,15,-76.5,-153.0,0.5,1.0,-77.0,-154.0,-76.5,-154.0,False,False,32.0,152.75,0.20949263502454993,97.0,95-97.5,0.23213907144371423,0.20-0.30,1.1120151641315272,1.00-2.00
absorption_vwap,4007,2020-03-17 09:55:00-04:00,MNQ.v.0,2020-03-17,first_30m,below_vwap,long,6967.0,7066.697299056757,7357.5,True,3.0,15,99.6972990567574,199.3945981135148,0.5,1.0,99.1972990567574,198.3945981135148,390.5,780.0,True,True,391.75,35.75,10.958041958041958,98.0,97.5-99,0.12835749940575233,0.10-0.20,-1.4361392782042892,1.00-2.00
absorption_vwap,4023,2020-03-17 11:15:00-04:00,MNQ.v.0,2020-03-17,morning,above_vwap,short,7376.5,7396.0,7396.0,False,,15,-19.5,-39.0,0.5,1.0,-20.0,-40.0,-19.5,-40.0,False,False,111.75,160.5,0.6962616822429907,98.0,97.5-99,0.26753558566283653,0.20-0.30,3.2170719337869946,>2.00
absorption_vwap,4078,2020-03-17 15:50:00-04:00,MNQ.v.0,2020-03-17,last_30m,above_vwap,short,7432.25,7438.0,7438.0,False,,1,-5.75,-11.5,0.5,1.0,-6.25,-12.5,-5.75,-12.5,False,False,49.75,45.5,1.0934065934065933,97.0,95-97.5,0.10672504617910651,0.10-0.20,2.299965682593989,>2.00
absorption_vwap,4085,2020-03-18 09:55:00-04:00,MNQ.v.0,2020-03-18,first_30m,above_vwap,short,7218.75,7161.830114249248,7107.5,True,12.0,15,56.919885750751746,113.83977150150349,0.5,1.0,56.419885750751746,112.83977150150349,111.25,221.5,True,True,117.0,106.25,1.1011764705882352,97.0,95-97.5,0.09269712995424564,0-0.10,0.8081747329122597,0.50-1.00
absorption_vwap,4190,2020-03-19 12:10:00-04:00,MNQ.v.0,2020-03-19,midday,above_vwap,short,7303.0,7280.334241581114,7339.0,True,1.0,15,22.66575841888607,45.33151683777214,0.5,1.0,22.16575841888607,44.33151683777214,-36.0,-73.0,True,False,67.75,94.5,0.716931216931217,96.0,95-97.5,0.048580186224047195,0-0.10,0.3111319195264968,0.25-0.50
absorption_vwap,4308,2020-03-20 15:30:00-04:00,MNQ.v.0,2020-03-20,last_30m,below_vwap,long,7134.0,6976.5,6976.5,False,,5,-157.5,-315.0,0.5,1.0,-158.0,-316.0,-157.5,-316.0,False,False,0.0,182.0,0.0,98.0,97.5-99,0.019882362687432688,0-0.10,-2.7668875146148326,>2.00
absorption_vwap,4312,2020-03-20 15:50:00-04:00,MNQ.v.0,2020-03-20,last_30m,below_vwap,long,7014.75,6976.5,6976.5,False,,1,-38.25,-76.5,0.5,1.0,-38.75,-77.5,-38.25,-77.5,False,False,1.25,52.75,0.023696682464454975,95.0,<=95,0.08197380053041871,0-0.10,-4.720426617715579,>2.00
absorption_vwap,4936,2020-04-01 15:50:00-04:00,MNQ.v.0,2020-04-01,last_30m,below_vwap,long,7468.25,7466.75,7466.75,False,,1,-1.5,-3.0,0.5,1.0,-2.0,-4.0,-1.5,-4.0,False,False,27.5,12.0,2.2916666666666665,95.0,<=95,0.05255781359495445,0-0.10,-3.904751984740622,>2.00
absorption_vwap,4939,2020-04-02 09:35:00-04:00,MNQ.v.0,2020-04-02,first_30m,above_vwap,short,7497.0,7487.866114550755,7534.5,True,1.0,15,9.1338854492451,18.2677708984902,0.5,1.0,8.6338854492451,17.2677708984902,-37.5,-76.0,True,False,88.25,120.25,0.7338877338877339,97.0,95-97.5,0.02947920078611202,0-0.10,0.3590128574875244,0.25-0.50
absorption_vwap,4942,2020-04-02 09:50:00-04:00,MNQ.v.0,2020-04-02,first_30m,below_vwap,long,7432.25,7461.806550390605,7552.25,True,1.0,15,29.55655039060457,59.11310078120914,0.5,1.0,29.05655039060457,58.11310078120914,120.0,239.0,True,True,185.0,2.0,92.5,96.0,95-97.5,0.1942645698427382,0.10-0.20,-1.0844236962295863,1.00-2.00
absorption_vwap,5338,2020-04-09 10:20:00-04:00,MNQ.v.0,2020-04-09,morning,below_vwap,long,8184.5,8229.25,8229.25,False,,15,44.75,89.5,0.5,1.0,44.25,88.5,44.75,88.5,True,True,56.75,20.25,2.802469135802469,95.0,<=95,0.23477373256209594,0.20-0.30,-2.8968004962286282,>2.00
absorption_vwap,5485,2020-04-14 09:35:00-04:00,MNQ.v.0,2020-04-14,first_30m,above_vwap,short,8509.25,8583.5,8583.5,False,,15,-74.25,-148.5,0.5,1.0,-74.75,-149.5,-74.25,-149.5,False,False,5.5,101.25,0.05432098765432099,96.0,95-97.5,0.13435342414629595,0.10-0.20,0.46152617855953,0.25-0.50
absorption_vwap,5720,2020-04-17 09:40:00-04:00,MNQ.v.0,2020-04-17,first_30m,below_vwap,long,8795.25,8809.561252112326,8766.75,True,1.0,15,14.311252112325747,28.622504224651493,0.5,1.0,13.811252112325747,27.622504224651493,-28.5,-58.0,True,False,51.75,54.75,0.9452054794520548,97.0,95-97.5,0.0858096297473383,0-0.10,-0.5648658043791799,0.50-1.00
absorption_vwap,5892,2020-04-21 11:00:00-04:00,MNQ.v.0,2020-04-21,morning,below_vwap,long,8395.25,8395.75,8395.75,False,,15,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.0,False,False,18.25,53.25,0.3427230046948357,95.0,<=95,0.009811937857726901,0-0.10,-4.933159698950726,>2.00
absorption_vwap,6070,2020-04-23 12:50:00-04:00,MNQ.v.0,2020-04-23,midday,below_vwap,long,8694.25,8726.448064262711,8623.75,True,2.0,15,32.19806426271134,64.39612852542268,0.5,1.0,31.69806426271134,63.39612852542268,-70.5,-142.0,True,False,39.75,78.0,0.5096153846153846,99.0,97.5-99,0.19027484143763215,0.10-0.20,-1.6337284192496242,1.00-2.00
absorption_vwap,6188,2020-04-27 09:40:00-04:00,MNQ.v.0,2020-04-27,first_30m,below_vwap,long,8831.75,8836.160736541631,8817.0,True,1.0,15,4.410736541631195,8.82147308326239,0.5,1.0,3.910736541631195,7.82147308326239,-14.75,-30.5,True,False,45.25,19.0,2.3815789473684212,96.0,95-97.5,0.2803010641058915,0.20-0.30,-0.27474092135776973,0.25-0.50
absorption_vwap,6968,2020-05-11 09:40:00-04:00,MNQ.v.0,2020-05-11,first_30m,above_vwap,short,9202.5,9229.5,9229.5,False,,15,-27.0,-54.0,0.5,1.0,-27.5,-55.0,-27.0,-55.0,False,False,4.75,51.25,0.09268292682926829,96.0,95-97.5,0.19306399713979264,0.10-0.20,1.3590708087214418,1.00-2.00
absorption_vwap,7201,2020-05-14 09:35:00-04:00,MNQ.v.0,2020-05-14,first_30m,below_vwap,long,8938.0,8925.5,8925.5,False,,15,-12.5,-25.0,0.5,1.0,-13.0,-26.0,-12.5,-26.0,False,False,4.0,91.5,0.04371584699453552,96.0,95-97.5,0.14246141669964385,0.10-0.20,-0.2792234806481359,0.25-0.50
absorption_vwap,7278,2020-05-15 09:30:00-04:00,MNQ.v.0,2020-05-15,first_30m,below_vwap,long,8967.75,8973.833333333334,9009.0,True,1.0,15,6.08333333333394,12.16666666666788,0.5,1.0,5.58333333333394,11.16666666666788,41.25,81.5,True,True,89.5,24.25,3.6907216494845363,100.0,99-100,0.25325004220834035,0.20-0.30,-0.25662670943780946,0.25-0.50
absorption_vwap,7815,2020-05-26 11:45:00-04:00,MNQ.v.0,2020-05-26,midday,below_vwap,long,9426.5,9466.75,9466.75,False,,15,40.25,80.5,0.5,1.0,39.75,79.5,40.25,79.5,True,True,51.0,2.25,22.666666666666668,95.0,<=95,0.0,0-0.10,-6.209958096100007,>2.00
absorption_vwap,7864,2020-05-26 15:50:00-04:00,MNQ.v.0,2020-05-26,last_30m,below_vwap,long,9378.75,9388.0,9388.0,False,,1,9.25,18.5,0.5,1.0,8.75,17.5,9.25,17.5,True,True,12.75,1.25,10.2,99.0,97.5-99,0.10723860589812331,0.10-0.20,-6.676286866317667,>2.00
absorption_vwap,7868,2020-05-27 09:40:00-04:00,MNQ.v.0,2020-05-27,first_30m,below_vwap,long,9340.75,9213.0,9213.0,False,,15,-127.75,-255.5,0.5,1.0,-128.25,-256.5,-127.75,-256.5,False,False,1.25,167.5,0.007462686567164179,96.0,95-97.5,0.27530364372469635,0.20-0.30,-0.6669009207773328,0.50-1.00
absorption_vwap,8648,2020-06-10 09:40:00-04:00,MNQ.v.0,2020-06-10,first_30m,above_vwap,short,10057.0,10045.36679311351,10027.5,True,1.0,15,11.63320688649037,23.26641377298074,0.5,1.0,11.13320688649037,22.26641377298074,29.5,58.0,True,True,39.0,20.75,1.8795180722891567,98.0,97.5-99,0.10353753235547886,0.10-0.20,0.8029823562719841,0.50-1.00
absorption_vwap,8793,2020-06-11 15:15:00-04:00,MNQ.v.0,2020-06-11,afternoon,below_vwap,long,9645.5,9592.5,9592.5,False,,8,-53.0,-106.0,0.5,1.0,-53.5,-107.0,-53.0,-107.0,False,False,21.75,61.0,0.35655737704918034,95.0,<=95,0.21623180049012541,0.20-0.30,-5.795506147902594,>2.00
absorption_vwap,8795,2020-06-11 15:25:00-04:00,MNQ.v.0,2020-06-11,afternoon,below_vwap,long,9612.75,9592.5,9592.5,False,,6,-20.25,-40.5,0.5,1.0,-20.75,-41.5,-20.25,-41.5,False,False,54.5,28.25,1.9292035398230087,96.0,95-97.5,0.2641295086623119,0.20-0.30,-6.54906531254936,>2.00
absorption_vwap,8796,2020-06-11 15:30:00-04:00,MNQ.v.0,2020-06-11,last_30m,below_vwap,long,9615.0,9592.5,9592.5,False,,5,-22.5,-45.0,0.5,1.0,-23.0,-46.0,-22.5,-46.0,False,False,52.25,30.5,1.7131147540983607,98.0,97.5-99,0.10279840091376356,0.10-0.20,-6.338784572504126,>2.00
absorption_vwap,8797,2020-06-11 15:35:00-04:00,MNQ.v.0,2020-06-11,last_30m,below_vwap,long,9606.75,9592.5,9592.5,False,,4,-14.25,-28.5,0.5,1.0,-14.75,-29.5,-14.25,-29.5,False,False,60.5,22.25,2.7191011235955056,96.0,95-97.5,0.27237906085969643,0.20-0.30,-6.463744052188538,>2.00
absorption_vwap,9039,2020-06-17 09:45:00-04:00,MNQ.v.0,2020-06-17,first_30m,above_vwap,short,10013.25,10000.25134598296,9993.5,True,1.0,15,12.998654017039371,25.997308034078742,0.5,1.0,12.498654017039371,24.997308034078742,19.75,38.5,True,True,76.75,1.75,43.857142857142854,97.0,95-97.5,0.06050420168067227,0-0.10,0.5343994897629326,0.50-1.00
absorption_vwap,9046,2020-06-17 10:20:00-04:00,MNQ.v.0,2020-06-17,morning,below_vwap,long,9948.0,9983.41821091324,9997.0,True,5.0,15,35.41821091323982,70.83642182647964,0.5,1.0,34.91821091323982,69.83642182647964,49.0,97.0,True,True,61.0,7.5,8.133333333333333,96.0,95-97.5,0.0906344410876133,0-0.10,-1.4367859380962666,1.00-2.00
absorption_vwap,9126,2020-06-18 10:30:00-04:00,MNQ.v.0,2020-06-18,morning,below_vwap,long,9958.0,9967.649558832836,9984.0,True,1.0,15,9.649558832836192,19.299117665672384,0.5,1.0,9.149558832836192,18.299117665672384,26.0,51.0,True,True,49.75,4.25,11.705882352941176,96.0,95-97.5,0.25098039215686274,0.20-0.30,-0.6054625150014865,0.50-1.00
absorption_vwap,9226,2020-06-19 12:20:00-04:00,MNQ.v.0,2020-06-19,midday,below_vwap,long,9947.75,9985.0,9985.0,False,,15,37.25,74.5,0.5,1.0,36.75,73.5,37.25,73.5,True,True,75.5,5.75,13.130434782608695,98.0,97.5-99,0.042583392476934,0-0.10,-6.380404980050913,>2.00
absorption_vwap,9663,2020-06-29 09:45:00-04:00,MNQ.v.0,2020-06-29,first_30m,below_vwap,long,9754.75,9781.227546407617,9860.5,True,2.0,15,26.47754640761741,52.95509281523482,0.5,1.0,25.97754640761741,51.95509281523482,105.75,210.5,True,True,132.25,25.25,5.237623762376238,98.0,97.5-99,0.1324503311258278,0.10-0.20,-1.089253037498417,1.00-2.00
absorption_vwap,10102,2020-07-08 09:35:00-04:00,MNQ.v.0,2020-07-08,first_30m,above_vwap,short,10606.5,10596.9936889332,10627.5,True,1.0,15,9.506311066799753,19.012622133599507,0.5,1.0,9.006311066799753,18.012622133599507,-21.0,-43.0,True,False,10.75,34.0,0.3161764705882353,95.0,<=95,0.027848688790902763,0-0.10,0.5294765968976424,0.50-1.00
absorption_vwap,10258,2020-07-10 09:35:00-04:00,MNQ.v.0,2020-07-10,first_30m,below_vwap,long,10688.0,10694.611399670666,10715.0,True,1.0,15,6.611399670666287,13.222799341332575,0.5,1.0,6.111399670666287,12.222799341332575,27.0,53.0,True,True,45.5,62.5,0.728,100.0,99-100,0.22818026240730174,0.20-0.30,-0.32453620858716653,0.25-0.50
absorption_vwap,11350,2020-07-30 09:35:00-04:00,MNQ.v.0,2020-07-30,first_30m,above_vwap,short,10598.5,10591.931576583322,10575.25,True,1.0,15,6.568423416678343,13.136846833356685,0.5,1.0,6.068423416678343,12.136846833356685,23.25,45.5,True,True,83.25,22.75,3.659340659340659,99.0,97.5-99,0.2196729314132292,0.20-0.30,0.3701297583604594,0.25-0.50
absorption_vwap,11431,2020-07-31 09:50:00-04:00,MNQ.v.0,2020-07-31,first_30m,below_vwap,long,10815.5,10823.6714754773,10784.0,True,1.0,15,8.171475477300191,16.342950954600383,0.5,1.0,7.671475477300191,15.342950954600383,-31.5,-64.0,True,False,11.5,101.25,0.11358024691358025,96.0,95-97.5,0.19619157530294287,0.10-0.20,-0.36567688296827194,0.25-0.50
absorption_vwap,11817,2020-08-07 09:30:00-04:00,MNQ.v.0,2020-08-07,first_30m,above_vwap,short,11232.0,11226.75,11242.25,True,1.0,15,5.25,10.5,0.5,1.0,4.75,9.5,-10.25,-21.5,True,False,25.5,19.5,1.3076923076923077,100.0,99-100,0.09475679090334807,0-0.10,0.3979785217940619,0.25-0.50
absorption_vwap,11862,2020-08-07 13:15:00-04:00,MNQ.v.0,2020-08-07,midday,below_vwap,long,11085.5,11067.75,11067.75,False,,15,-17.75,-35.5,0.5,1.0,-18.25,-36.5,-17.75,-36.5,False,False,46.75,50.25,0.9303482587064676,98.0,97.5-99,0.0821167883211679,0-0.10,-6.408279744288125,>2.00
absorption_vwap,11911,2020-08-10 10:50:00-04:00,MNQ.v.0,2020-08-10,morning,below_vwap,long,10977.75,11036.5,11036.5,False,,15,58.75,117.5,0.5,1.0,58.25,116.5,58.75,116.5,True,True,64.75,49.25,1.3147208121827412,99.0,97.5-99,0.18339276617422312,0.10-0.20,-3.6853629547528217,>2.00
absorption_vwap,12129,2020-08-13 09:30:00-04:00,MNQ.v.0,2020-08-13,first_30m,below_vwap,long,11178.5,11181.916666666666,11246.0,True,1.0,15,3.4166666666660603,6.833333333332121,0.5,1.0,2.9166666666660603,5.833333333332121,67.5,134.0,True,True,69.5,5.75,12.08695652173913,100.0,99-100,0.2638812534359538,0.20-0.30,-0.291368884002159,0.25-0.50
absorption_vwap,12441,2020-08-19 09:30:00-04:00,MNQ.v.0,2020-08-19,first_30m,above_vwap,short,11394.75,11389.583333333334,11402.25,True,2.0,15,5.16666666666606,10.33333333333212,0.5,1.0,4.66666666666606,9.33333333333212,-7.5,-16.0,True,False,62.0,20.25,3.0617283950617282,100.0,99-100,0.13856812933025406,0.10-0.20,0.4541955350268878,0.25-0.50
absorption_vwap,12499,2020-08-19 14:20:00-04:00,MNQ.v.0,2020-08-19,afternoon,below_vwap,long,11350.0,11334.25,11334.25,False,,15,-15.75,-31.5,0.5,1.0,-16.25,-32.5,-15.75,-32.5,False,False,34.75,26.5,1.3113207547169812,100.0,99-100,0.15683996514667442,0.10-0.20,-2.6777850613080343,>2.00
absorption_vwap,12917,2020-08-27 10:10:00-04:00,MNQ.v.0,2020-08-27,morning,below_vwap,long,11933.25,11952.600115231966,12002.75,True,1.0,15,19.3501152319659,38.7002304639318,0.5,1.0,18.8501152319659,37.7002304639318,69.5,138.0,True,True,98.5,8.25,11.93939393939394,95.0,<=95,0.23119266055045873,0.20-0.30,-0.852115166178315,0.50-1.00
absorption_vwap,13510,2020-09-08 10:35:00-04:00,MNQ.v.0,2020-09-08,morning,above_vwap,short,11351.0,11275.417130031914,11194.75,True,1.0,15,75.58286996808602,151.16573993617203,0.5,1.0,75.08286996808602,150.16573993617203,156.25,311.5,True,True,166.25,3.0,55.416666666666664,99.0,97.5-99,0.29534981147884376,0.20-0.30,1.8998626720088652,1.00-2.00
absorption_vwap,13965,2020-09-16 09:30:00-04:00,MNQ.v.0,2020-09-16,first_30m,below_vwap,long,11449.5,11456.833333333334,11354.75,True,1.0,15,7.33333333333394,14.66666666666788,0.5,1.0,6.83333333333394,13.66666666666788,-94.75,-190.5,True,False,28.5,114.5,0.24890829694323144,100.0,99-100,0.1567261645624728,0.10-0.20,-0.38310840226385406,0.25-0.50
absorption_vwap,13980,2020-09-16 10:45:00-04:00,MNQ.v.0,2020-09-16,morning,below_vwap,long,11355.25,11418.98551118196,11401.0,True,6.0,15,63.73551118195974,127.47102236391947,0.5,1.0,63.23551118195974,126.47102236391947,45.75,90.5,True,True,78.5,6.25,12.56,97.0,95-97.5,0.299892895394502,0.20-0.30,-2.751967633643402,>2.00
absorption_vwap,14076,2020-09-17 12:15:00-04:00,MNQ.v.0,2020-09-17,midday,below_vwap,long,10956.75,11014.5,11014.5,False,,15,57.75,115.5,0.5,1.0,57.25,114.5,57.75,114.5,True,True,60.25,43.5,1.3850574712643677,98.0,97.5-99,0.11800570360900778,0.10-0.20,-2.1341149641399424,>2.00
