trades,hit_rate,avg_winner,avg_loser,median_winner,median_loser,win_loss_ratio,expectancy_before_cost,expectancy_after_cost,cost_drag_per_trade,profit_factor,max_drawdown,positive_folds,min_fold_trades,fold_totals,fold_trade_counts,events,baseline_name,baseline_hit_rate,lift_pp,baseline_options,direction,source_location
324,0.7376543209876543,52.98648540415698,-172.4702380952381,37.459407755817665,-128.5,0.30722103702841663,-4.628796260513831,-5.628796260513831,1.0,0.8741169982118046,-3341.447562080197,1,64,"[-181.9376664613883, -313.2494952644993, 1705.4444396161234, -763.8129653345604, -2270.174300962157]","[65, 65, 65, 65, 64]",331,random_direction,0.37962962962962965,35.80246913580246,"[{'name': 'opposite_direction', 'hit_rate': 0.0, 'expectancy_after_cost': -90.59300235923665, 'profit_factor': 0.0}, {'name': 'random_direction', 'hit_rate': 0.37962962962962965, 'expectancy_after_cost': -45.885577266226804, 'profit_factor': 0.2958021305903915}]",long,below_vwap
234,0.7991452991452992,50.012362989329425,-164.0212765957447,27.004077558325662,-115.5,0.304913874756581,8.022700337626508,7.022700337626508,1.0,1.2131679697761841,-2030.5695673956216,3,46,"[-904.5310691146879, 1246.2196802311482, 186.48734092455197, 1183.0773931090553, -67.9414661454648]","[47, 47, 47, 47, 46]",248,random_direction,0.3888888888888889,41.02564102564103,"[{'name': 'opposite_direction', 'hit_rate': 0.0, 'expectancy_after_cost': -74.62384862074953, 'profit_factor': 0.0}, {'name': 'random_direction', 'hit_rate': 0.3888888888888889, 'expectancy_after_cost': -38.86126494110067, 'profit_factor': 0.327634352021811}]",short,above_vwap
