trades,hit_rate,avg_winner,avg_loser,median_winner,median_loser,win_loss_ratio,expectancy_before_cost,expectancy_after_cost,cost_drag_per_trade,profit_factor,max_drawdown,positive_folds,min_fold_trades,fold_totals,fold_trade_counts,events,baseline_name,baseline_hit_rate,lift_pp,baseline_options,vwap_distance_atr_band
167,0.8982035928143712,18.117702708714738,-210.88235294117646,15.79983982595877,-187.5,0.08591379248205036,-4.193680201753229,-5.193680201753229,1.0,0.7580628748416208,-1237.7251999470718,2,33,"[-1159.6150006785974, 387.42304763936045, 535.206305418571, -297.0661807706092, -333.292765301514]","[34, 34, 33, 33, 33]",167,random_direction,0.48502994011976047,41.31736526946108,"[{'name': 'opposite_direction', 'hit_rate': 0.0, 'expectancy_after_cost': -20.197087213733376, 'profit_factor': 0.0}, {'name': 'random_direction', 'hit_rate': 0.48502994011976047, 'expectancy_after_cost': -6.688560241182632, 'profit_factor': 0.5688443726622878}]",0.25-0.50
139,0.8489208633093526,34.68006098729101,-198.5,28.69911799734291,-172.0,0.17471063469668013,0.4514186798585522,-0.5485813201414478,1.0,0.9817073759146788,-1455.8499999123305,2,27,"[-18.558696071937447, 572.0270908559796, 463.99649431531, -537.2067924209623, -556.5109001780511]","[28, 28, 28, 28, 27]",141,random_direction,0.4676258992805755,38.129496402877706,"[{'name': 'opposite_direction', 'hit_rate': 0.0, 'expectancy_after_cost': -39.720180670134376, 'profit_factor': 0.0}, {'name': 'random_direction', 'hit_rate': 0.4676258992805755, 'expectancy_after_cost': -15.926897692075098, 'profit_factor': 0.5176711297222435}]",0.50-1.00
128,0.75,71.43961846116207,-165.890625,65.95788557776177,-135.75,0.43064289173159764,13.107057595871552,12.107057595871552,1.0,1.291928675194793,-951.6759169526194,4,25,"[187.53879711648733, 416.00688794693633, 923.027264999524, 309.4016460083294, -286.2712237997184]","[26, 26, 26, 25, 25]",129,random_direction,0.359375,39.0625,"[{'name': 'opposite_direction', 'hit_rate': 0.0, 'expectancy_after_cost': -77.36518952273335, 'profit_factor': 0.0}, {'name': 'random_direction', 'hit_rate': 0.359375, 'expectancy_after_cost': -31.206159357795272, 'profit_factor': 0.469383476233065}]",1.00-2.00
124,0.5,134.64477283095184,-149.74590163934425,111.42918684831602,-70.0,0.8991549775781994,-5.342936165169249,-6.342936165169249,1.0,0.9138952231122681,-2560.35147567439,2,24,"[-42.50874390520221, -953.6258697995872, 142.48731330765804, 1042.4558390842576, -975.3326231681131]","[25, 25, 25, 25, 24]",142,random_direction,0.2661290322580645,23.38709677419355,"[{'name': 'opposite_direction', 'hit_rate': 0.0, 'expectancy_after_cost': -225.94637423303263, 'profit_factor': 0.0}, {'name': 'random_direction', 'hit_rate': 0.2661290322580645, 'expectancy_after_cost': -120.66675786670733, 'profit_factor': 0.20605102287416188}]",>2.00
